,original,google_translate,,
1129,"In these cases, you can take a generic base image and build on top of it, which we look at more in CHAPTER 9.",이 경우 일반적인 기본 이미지를 가져와 그 위에 빌드 할 수 있습니다. 자세한 내용은 9 장에서 살펴 보겠습니다.,,
1130,"Beyond the need for custom containers, another reason you might choose to move beyond notebooks is to explore distributed tools.",사용자 지정 컨테이너의 필요성 외에도 노트북을 넘어서는 또 다른 이유는 분산 된 도구를 탐색하는 것입니다.,,
1131,5.3.,5.3.,,
1132,"Distributed Tooling
Using a distributed platform makes it possible to work with large datasets (beyond a single machine memory) and can provide significantly better performance.","분산 툴링
분산 플랫폼을 사용하면 단일 머신 메모리를 넘어서 대규모 데이터 세트로 작업 할 수 있으며 훨씬 더 나은 성능을 제공 할 수 있습니다.",,
1133,Often the time when we need to start using distributed tooling is when our problem has out-grown our initial notebook solution.,분산 도구 사용을 시작해야하는 경우는 종종 문제가 초기 노트북 솔루션보다 커질 때입니다.,,
1134,The two main data-parallel distributed systems in Kubeflow are Apache Spark and Google’s Dataflow (via Apache Beam).,Kubeflow의 두 가지 주요 데이터 병렬 분산 시스템은 Apache Spark와 Google의 Dataflow (Apache Beam을 통한)입니다.,,
1135,Apache Spark has a larger install base and variety of formats and libraries supported.,Apache Spark에는 더 큰 설치 기반과 다양한 형식 및 라이브러리가 지원됩니다.,,
1136,"Apache Beam supports TensorFlow Extended (TFX), an end-to-end ML tool, which integrates smoothly into TFServing for model inference.",Apache Beam은 모델 추론을 위해 TFServing에 원활하게 통합되는 엔드 투 엔드 ML 도구 인 TensorFlow Extended (TFX)를 지원합니다.,,
1137,"As it’s the most tightly integrated, we’ll start with exploring TFX on Apache Beam and then continue to the more standard Apache Spark.",가장 긴밀하게 통합되어 있으므로 Apache Beam에서 TFX를 탐색 한 다음 더 표준적인 Apache Spark로 계속 진행할 것입니다.,,
1138,5.3.1.,5.3.1.,,
1139,"TensorFlow Extended
The TensorFlow community has created an excellent set of integrated tools for everything from data validation to model serving.","TensorFlow Extended
TensorFlow 커뮤니티는 데이터 유효성 검사에서 모델 제공에 이르기까지 모든 것을위한 훌륭한 통합 도구 세트를 만들었습니다.",,
1140,"At present, TFX’s data tools are all built on top of Apache Beam, which has the most support for distributed processing on Google Cloud.",현재 TFX의 데이터 도구는 모두 Google Cloud에서 분산 처리를 가장 많이 지원하는 Apache Beam을 기반으로 구축되었습니다.,,
1141,"If you want to use Kubeflow’s TFX components, you are limited to a single node; this may change in future versions.",Kubeflow의 TFX 구성 요소를 사용하려는 경우 단일 노드로 제한됩니다.이는 향후 버전에서 변경 될 수 있습니다.,,
1142,"Note
Apache Beam’s Python support outside of Google Cloud’s Dataflow is not as mature.","노트
Google Cloud의 Dataflow 외부에서 Apache Beam의 Python 지원은 그다지 성숙하지 않습니다.",,
1143,"TFX is a Python tool, so scaling it depends on Apache Beam’s Python support.",TFX는 Python 도구이므로 Apache Beam의 Python 지원에 따라 확장됩니다.,,
1144,You can scale the job by using the GCP only Dataflow component.,GCP 전용 Dataflow 구성 요소를 사용하여 작업을 확장 할 수 있습니다.,,
1145,"As Apache Beam’s support for Apache Flink and Spark improves, support may be added for scaling the TFX components in a portable manner.",Apache Beam의 Apache Flink 및 Spark 지원이 향상됨에 따라 TFX 구성 요소를 이식 가능한 방식으로 확장하기위한 지원이 추가 될 수 있습니다.,,
1146,"[8]

Kubeflow includes many of the TFX components in its pipeline system.","[8]

Kubeflow는 파이프 라인 시스템에 많은 TFX 구성 요소를 포함합니다.",,
1147,TFX also has its own concept of pipelines.,TFX에는 자체 파이프 라인 개념도 있습니다.,,
1148,"These are separate from Kubeflow pipelines, and in some cases TFX can be an alternative to Kubeflow.",이는 Kubeflow 파이프 라인과 별개이며 경우에 따라 TFX가 Kubeflow의 대안이 될 수 있습니다.,,
1149,"Here we will focus on the data and feature preparation components, since those are the simplest to be used with the rest of the Kubeflow ecosystem.",나머지 Kubeflow 생태계에서 가장 간단하게 사용할 수있는 데이터 및 기능 준비 구성 요소에 초점을 맞출 것입니다.,,
1150,5.3.1.1.,5.3.1.1.,,
1151,"Keeping your data quality: TensorFlow data validation
It’s crucial to make sure data quality doesn’t decline over time.","데이터 품질 유지 : TensorFlow 데이터 유효성 검사
시간이 지나도 데이터 품질이 저하되지 않도록하는 것이 중요합니다.",,
1152,Data validation allows us to ensure that the schema and distribution of our data are only evolving in expected ways and catch data quality issues before they become production issues.,데이터 유효성 검사를 통해 데이터의 스키마와 배포가 예상되는 방식으로 만 진화하고 있는지 확인하고 데이터 품질 문제가 생산 문제가되기 전에 포착 할 수 있습니다.,,
1153,TensorFlow Data Validation (TFDV) gives us the ability to validate our data.,TensorFlow 데이터 유효성 검사 (TFDV)는 데이터 유효성 검사 기능을 제공합니다.,,
1154,"To make the development process more straightforward, you should install TFX and TFDV locally.",개발 프로세스를보다 간단하게 만들려면 TFX 및 TFDV를 로컬에 설치해야합니다.,,
1155,"While the code can be evaluated inside of Kubeflow only, having the library locally will speed up your development work.",코드는 Kubeflow 내에서만 평가할 수 있지만 라이브러리를 로컬에두면 개발 작업 속도가 빨라집니다.,,
1156,"Installing TFX and TFDV is a simple pip install, shown in EXAMPLE 5-5.",TFX 및 TFDV 설치는 예제 5-5에 표시된 간단한 pip 설치입니다.,,
1157,"[9]

Example 5-5.","[9]

예 5-5.",,
1158,"Installing TFX and TFDV
pip3 install tfx tensorflow-data-validation
Now let’s look at how to use TFX and TFDV in Kubeflow’s pipelines.","TFX 및 TFDV 설치
pip3 tfx tensorflow-data-validation 설치
이제 Kubeflow의 파이프 라인에서 TFX 및 TFDV를 사용하는 방법을 살펴 보겠습니다.",,
1159,The first step is loading the relevant components that we want to use.,첫 번째 단계는 사용하려는 관련 구성 요소를로드하는 것입니다.,,
1160,"As we discussed in the previous chapter, while Kubeflow does have a load_component function, it automatically resolves on master making it unsuitable for production use cases.",이전 장에서 논의했듯이 Kubeflow에는 load_component 함수가 있지만 마스터에서 자동으로 해결되어 프로덕션 사용 사례에 적합하지 않습니다.,,
1161,So we’ll use load_component_from_file along with a local copy of Kubeflow components from EXAMPLE 4-15 to load our TFDV components.,따라서 TFDV 구성 요소를로드하기 위해 예제 4-15의 Kubeflow 구성 요소의 로컬 복사본과 함께 load_component_from_file을 사용합니다.,,
1162,"The basic components we need to load are: an example generator (think data loader), schema, statistics generators, and the validator itself.","로드해야하는 기본 구성 요소는 예제 생성기 (데이터 로더를 생각해보십시오), 스키마, 통계 생성기 및 유효성 검사기 자체입니다.",,
1163,Loading the components is illustrated in EXAMPLE 5-6.,구성 요소로드는 예 5-6에 설명되어 있습니다.,,
1164,Example 5-6.,예 5-6.,,
1165,"Loading the components
tfx_csv_gen = kfp.components.load_component_from_file(
    ""pipelines-0.2.5/components/tfx/ExampleGen/CsvExampleGen/component.yaml"")
tfx_statistic_gen = kfp.components.load_component_from_file(
    ""pipelines-0.2.5/components/tfx/StatisticsGen/component.yaml"")
tfx_schema_gen = kfp.components.load_component_from_file(
    ""pipelines-0.2.5/components/tfx/SchemaGen/component.yaml"")
tfx_example_validator = kfp.components.load_component_from_file(
    ""pipelines-0.2.5/components/tfx/ExampleValidator/component.yaml"")
In addition to the components, we also need our data.","구성 요소로드
tfx_csv_gen = kfp.components.load_component_from_file (
    ""pipelines-0.2.5 / components / tfx / ExampleGen / CsvExampleGen / component.yaml"")
tfx_statistic_gen = kfp.components.load_component_from_file (
    ""pipelines-0.2.5 / components / tfx / StatisticsGen / component.yaml"")
tfx_schema_gen = kfp.components.load_component_from_file (
    ""pipelines-0.2.5 / components / tfx / SchemaGen / component.yaml"")
tfx_example_validator = kfp.components.load_component_from_file (
    ""pipelines-0.2.5 / components / tfx / ExampleValidator / component.yaml"")
구성 요소 외에도 데이터도 필요합니다.",,
1166,The current TFX components pass data between pipeline stages using Kubeflow’s file_output mechanism.,현재 TFX 구성 요소는 Kubeflow의 file_output 메커니즘을 사용하여 파이프 라인 단계간에 데이터를 전달합니다.,,
1167,"This places the output into MinIO, automatically tracking the artifacts related to the pipeline.",그러면 출력이 MinIO에 배치되고 파이프 라인과 관련된 아티팩트가 자동으로 추적됩니다.,,
1168,"To use TFDV on the recommender example’s input, we first download it using a standard container operation, as in EXAMPLE 5-7.",추천 예제의 입력에 TFDV를 사용하려면 먼저 예제 5-7과 같이 표준 컨테이너 작업을 사용하여 다운로드합니다.,,
1169,Example 5-7.,예 5-7.,,
1170,"Download recommender data
    fetch = kfp.dsl.ContainerOp(name='download',
                                image='busybox',
                                command=['sh', '-c'],
                                arguments=[
                                    'sleep 1;'
                                    'mkdir -p /tmp/data;'
                                    'wget ' + data_url +
                                    ' -O /tmp/data/results.csv'
                                ],
                                file_outputs={'downloaded': '/tmp/data'})
    # This expects a directory of inputs not just a single file
Tip
If we had the data on a persistent volume (say, data fetched in a previous stage), we could then use the filesystem/get_file 
component.","추천자 데이터 다운로드
    fetch = kfp.dsl.ContainerOp (name = 'download',
                                image = 'busybox',
                                명령 = [ 'sh', '-c'],
                                인수 = [
                                    '수면 1;'
                                    'mkdir -p / tmp / data;'
                                    'wget'+ data_url +
                                    '-O /tmp/data/results.csv'
                                ],
                                file_outputs = { '다운로드 됨': '/ tmp / data'})
    # 이것은 단일 파일이 아닌 입력 디렉토리를 기대합니다
팁
영구 볼륨에 데이터가있는 경우 (예 : 이전 단계에서 가져온 데이터) filesystem / get_file을 사용할 수 있습니다.
구성 요소.",,
